time_s,north_m,east_m,altitude_m,roll_deg,pitch_deg,yaw_deg,flight_path_deg,airspeed_mps,alpha_deg,elevator_deg,rudder_deg,elevator_command_deg,surface_contact
9.950000,97.417085,0.000000,3.414339,0.000000,-0.717932,0.000000,-1.425663,10.301018,0.707731,0.903708,0.000000,0.881435,false
10.000000,97.931945,0.000000,3.401518,0.000000,-0.727669,0.000000,-1.429104,10.299782,0.701436,0.591140,0.000000,0.345642,false
10.050000,98.446743,0.000000,3.388637,0.000000,-0.730161,0.000000,-1.437415,10.298607,0.707254,0.499039,0.000000,0.563438,false
10.100000,98.961483,0.000000,3.375694,0.000000,-0.724907,0.000000,-1.442595,10.297494,0.717689,0.572129,0.000000,0.677380,false
10.150000,99.476167,0.000000,3.362727,0.000000,-0.717516,0.000000,-1.443349,10.296405,0.725833,0.611201,0.000000,1.083061,false
10.200000,99.990797,0.000000,3.349776,0.000000,-0.713825,0.000000,-1.439182,10.295308,0.725357,0.886896,0.000000,0.987592,false
10.250000,100.505372,0.000000,3.336866,0.000000,-0.720051,0.000000,-1.435989,10.294188,0.715938,0.888122,0.000000,0.401694,false
10.300000,101.019892,0.000000,3.323953,0.000000,-0.729611,0.000000,-1.440632,10.293081,0.711021,0.565610,0.000000,0.342536,false
10.350000,101.534356,0.000000,3.310976,0.000000,-0.731176,0.000000,-1.448974,10.292040,0.717798,0.484265,0.000000,0.565432,false
10.400000,102.048768,0.000000,3.297939,0.000000,-0.725062,0.000000,-1.453749,10.291057,0.728688,0.563579,0.000000,0.732286,false
10.450000,102.563131,0.000000,3.284884,0.000000,-0.717358,0.000000,-1.453554,10.290093,0.736196,0.637719,0.000000,1.090376,false
10.500000,103.077446,0.000000,3.271852,0.000000,-0.714516,0.000000,-1.448899,10.289116,0.734383,0.883664,0.000000,0.920505,false
10.550000,103.591713,0.000000,3.258861,0.000000,-0.721201,0.000000,-1.446158,10.288113,0.724957,0.803054,0.000000,0.327978,false
10.600000,104.105930,0.000000,3.245859,0.000000,-0.728696,0.000000,-1.451589,10.287130,0.722893,0.518833,0.000000,0.412672,false
10.650000,104.620097,0.000000,3.232798,0.000000,-0.727896,0.000000,-1.458167,10.286208,0.730271,0.515856,0.000000,0.588256,false
10.700000,105.134218,0.000000,3.219694,0.000000,-0.721526,0.000000,-1.461064,10.285328,0.739538,0.593435,0.000000,0.681546,false
10.750000,105.648296,0.000000,3.206588,0.000000,-0.715570,0.000000,-1.458921,10.284455,0.743351,0.800461,0.000000,1.044745,false
10.800000,106.162330,0.000000,3.193517,0.000000,-0.717907,0.000000,-1.454532,10.283560,0.736626,0.884526,0.000000,0.823806,false
10.850000,106.676320,0.000000,3.180465,0.000000,-0.726553,0.000000,-1.456394,10.282659,0.729842,0.591534,0.000000,0.347842,false
10.900000,107.190264,0.000000,3.167367,0.000000,-0.729165,0.000000,-1.463294,10.281807,0.734129,0.499268,0.000000,0.557399,false
10.950000,107.704166,0.000000,3.154217,0.000000,-0.724684,0.000000,-1.467738,10.281007,0.743055,0.546714,0.000000,0.673185,false
11.000000,108.218029,0.000000,3.141047,0.000000,-0.717926,0.000000,-1.467981,10.280229,0.750055,0.611293,0.000000,1.082734,false
11.050000,108.731852,0.000000,3.127895,0.000000,-0.714751,0.000000,-1.464653,10.279440,0.749901,0.673044,0.000000,0.304101,false
11.100000,109.245636,0.000000,3.114764,0.000000,-0.714619,0.000000,-1.462969,10.278639,0.748350,0.760566,0.000000,0.897445,false
11.150000,109.759381,0.000000,3.101654,0.000000,-0.719203,0.000000,-1.461205,10.277832,0.742002,0.803171,0.000000,0.408512,false
11.200000,110.273085,0.000000,3.088537,0.000000,-0.725512,0.000000,-1.464931,10.277039,0.739419,0.562025,0.000000,0.421980,false
11.250000,110.786750,0.000000,3.075374,0.000000,-0.725658,0.000000,-1.470752,10.276295,0.745094,0.512518,0.000000,0.582770,false
11.300000,111.300377,0.000000,3.062169,0.000000,-0.720019,0.000000,-1.474308,10.275592,0.754289,0.452614,0.000000,0.250574,false
11.350000,111.813969,0.000000,3.048942,0.000000,-0.708627,0.000000,-1.475285,10.274908,0.766658,0.479985,0.000000,0.577714,false
11.400000,112.327527,0.000000,3.035732,0.000000,-0.694771,0.000000,-1.471086,10.274208,0.776315,0.516656,0.000000,0.587892,false
11.450000,112.841051,0.000000,3.022574,0.000000,-0.680871,0.000000,-1.464142,10.273460,0.783270,0.516656,0.000000,0.588684,false
11.500000,113.354537,0.000000,3.009487,0.000000,-0.667155,0.000000,-1.455412,10.272646,0.788257,0.516656,0.000000,0.588745,false
11.550000,113.867983,0.000000,2.996486,0.000000,-0.653705,0.000000,-1.445561,10.271757,0.791855,0.516656,0.000000,0.986250,false
11.600000,114.381384,0.000000,2.983588,0.000000,-0.643958,0.000000,-1.432255,10.270780,0.788297,0.789088,0.000000,0.880966,false
11.650000,114.894738,0.000000,2.970807,0.000000,-0.643904,0.000000,-1.420847,10.269707,0.776943,0.789645,0.000000,0.643070,false
11.700000,115.408038,0.000000,2.958103,0.000000,-0.649159,0.000000,-1.415960,10.268578,0.766801,0.659547,0.000000,0.541641,false
11.750000,115.921282,0.000000,2.945417,0.000000,-0.653229,0.000000,-1.416126,10.267444,0.762896,0.610797,0.000000,0.611705,false
11.800000,116.434469,0.000000,2.932724,0.000000,-0.654722,0.000000,-1.417618,10.266326,0.762896,0.610797,0.000000,0.687783,false
11.850000,116.947600,0.000000,2.920018,0.000000,-0.654496,0.000000,-1.419297,10.265230,0.764801,0.610797,0.000000,0.696745,false
11.900000,117.460677,0.000000,2.907301,0.000000,-0.653577,0.000000,-1.420107,10.264152,0.766530,0.690507,0.000000,0.697442,false
11.950000,117.973701,0.000000,2.894582,0.000000,-0.654636,0.000000,-1.420465,10.263086,0.765829,0.690507,0.000000,0.632396,false
12.000000,118.486671,0.000000,2.881856,0.000000,-0.657429,0.000000,-1.422129,10.262035,0.764701,0.608756,0.000000,0.207082,false
12.050000,118.999588,0.000000,2.869098,0.000000,-0.656189,0.000000,-1.427742,10.261018,0.771553,0.394825,0.000000,0.785890,false
12.100000,119.512455,0.000000,2.856307,0.000000,-0.648898,0.000000,-1.428598,10.260038,0.779700,0.637169,0.000000,0.853085,false
12.150000,120.025273,0.000000,2.843532,0.000000,-0.645115,0.000000,-1.425435,10.259050,0.780321,0.717479,0.000000,0.728524,false
12.200000,120.538042,0.000000,2.830783,0.000000,-0.646293,0.000000,-1.423297,10.258047,0.777005,0.717479,0.000000,0.670529,false
12.250000,121.050761,0.000000,2.818045,0.000000,-0.650396,0.000000,-1.423439,10.257046,0.773043,0.697899,0.000000,0.647895,false
12.300000,121.563431,0.000000,2.805298,0.000000,-0.655807,0.000000,-1.425544,10.256065,0.769737,0.697899,0.000000,0.612929,false
12.350000,122.076051,0.000000,2.792518,0.000000,-0.659608,0.000000,-1.431673,10.255122,0.772066,0.435561,0.000000,0.346536,false
12.400000,122.588624,0.000000,2.779676,0.000000,-0.654334,0.000000,-1.437806,10.254239,0.783473,0.478450,0.000000,0.888549,false
12.450000,123.101153,0.000000,2.766814,0.000000,-0.646787,0.000000,-1.436325,10.253381,0.789538,0.730588,0.000000,0.809363,false
12.500000,123.613639,0.000000,2.753979,0.000000,-0.645451,0.000000,-1.433129,10.252506,0.787678,0.730588,0.000000,0.709244,false
12.550000,124.126082,0.000000,2.741165,0.000000,-0.648555,0.000000,-1.432205,10.251621,0.783650,0.690686,0.000000,0.621142,false
12.600000,124.638481,0.000000,2.728350,0.000000,-0.653331,0.000000,-1.433517,10.250749,0.780186,0.658905,0.000000,0.542171,false
12.650000,125.150837,0.000000,2.715512,0.000000,-0.657178,0.000000,-1.437583,10.249907,0.780404,0.541959,0.000000,0.219556,false
12.700000,125.663150,0.000000,2.702627,0.000000,-0.655081,0.000000,-1.443486,10.249112,0.788405,0.472534,0.000000,0.811483,false
12.750000,126.175424,0.000000,2.689714,0.000000,-0.649670,0.000000,-1.443424,10.248350,0.793754,0.703507,0.000000,0.789975,false
12.800000,126.687660,0.000000,2.676815,0.000000,-0.648894,0.000000,-1.441689,10.247584,0.792795,0.703507,0.000000,0.704011,false
12.850000,127.199858,0.000000,2.663927,0.000000,-0.651609,0.000000,-1.441459,10.246817,0.789850,0.686256,0.000000,0.620735,false
12.900000,127.712017,0.000000,2.651034,0.000000,-0.656099,0.000000,-1.442848,10.246065,0.786749,0.686256,0.000000,0.552076,false
12.950000,128.224139,0.000000,2.638116,0.000000,-0.659457,0.000000,-1.448028,10.245344,0.788571,0.424853,0.000000,0.250741,false
13.000000,128.736225,0.000000,2.625143,0.000000,-0.654055,0.000000,-1.453470,10.244676,0.799415,0.472253,0.000000,0.889726,false
13.050000,129.248278,0.000000,2.612156,0.000000,-0.646619,0.000000,-1.451302,10.244027,0.804683,0.728098,0.000000,0.809455,false
13.100000,129.760299,0.000000,2.599201,0.000000,-0.645668,0.000000,-1.447607,10.243357,0.801940,0.728098,0.000000,0.650775,false
13.150000,130.272287,0.000000,2.586271,0.000000,-0.649334,0.000000,-1.446390,10.242675,0.797056,0.688957,0.000000,0.564762,false
13.200000,130.784240,0.000000,2.573339,0.000000,-0.654439,0.000000,-1.448051,10.242004,0.793613,0.609350,0.000000,0.593217,false
13.250000,131.296161,0.000000,2.560382,0.000000,-0.657638,0.000000,-1.452207,10.241365,0.794569,0.484271,0.000000,0.250686,false
13.300000,131.808049,0.000000,2.547379,0.000000,-0.654145,0.000000,-1.457573,10.240772,0.803428,0.457388,0.000000,0.816176,false
13.350000,132.319907,0.000000,2.534354,0.000000,-0.647278,0.000000,-1.456778,10.240206,0.809500,0.678978,0.000000,0.855440,false
13.400000,132.831738,0.000000,2.521354,0.000000,-0.645592,0.000000,-1.453346,10.239625,0.807753,0.715815,0.000000,0.709911,false
13.450000,133.343540,0.000000,2.508378,0.000000,-0.648726,0.000000,-1.451787,10.239031,0.803061,0.696513,0.000000,0.621194,false
13.500000,133.855313,0.000000,2.495405,0.000000,-0.654182,0.000000,-1.452833,10.238445,0.798650,0.636467,0.000000,0.539940,false
13.550000,134.367056,0.000000,2.482409,0.000000,-0.658135,0.000000,-1.457287,10.237889,0.799152,0.474145,0.000000,0.247224,false
13.600000,134.878771,0.000000,2.469363,0.000000,-0.654661,0.000000,-1.462954,10.237382,0.808293,0.457670,0.000000,0.815907,false
13.650000,135.390461,0.000000,2.456295,0.000000,-0.647828,0.000000,-1.462136,10.236902,0.814308,0.679092,0.000000,0.855419,false
13.700000,135.902128,0.000000,2.443251,0.000000,-0.646306,0.000000,-1.458685,10.236409,0.812379,0.715910,0.000000,0.709910,false
13.750000,136.413770,0.000000,2.430231,0.000000,-0.649682,0.000000,-1.457140,10.235902,0.807457,0.696592,0.000000,0.566444,false
13.800000,136.925387,0.000000,2.417213,0.000000,-0.655178,0.000000,-1.458499,10.235404,0.803321,0.613768,0.000000,0.538598,false
13.850000,137.436979,0.000000,2.404169,0.000000,-0.658217,0.000000,-1.463335,10.234938,0.805117,0.428476,0.000000,0.254845,false
13.900000,137.948548,0.000000,2.391076,0.000000,-0.653405,0.000000,-1.467845,10.234519,0.814440,0.514736,0.000000,0.833045,false
13.950000,138.460096,0.000000,2.377973,0.000000,-0.647493,0.000000,-1.465910,10.234118,0.818418,0.699248,0.000000,0.791652,false
14.000000,138.971624,0.000000,2.364899,0.000000,-0.647326,0.000000,-1.462641,10.233699,0.815316,0.716040,0.000000,0.649391,false
14.050000,139.483132,0.000000,2.351844,0.000000,-0.651423,0.000000,-1.461613,10.233272,0.810190,0.696700,0.000000,0.554304,false
14.100000,139.994619,0.000000,2.338787,0.000000,-0.657018,0.000000,-1.463650,10.232856,0.806632,0.594859,0.000000,0.140155,false
14.150000,140.506084,0.000000,2.325693,0.000000,-0.657531,0.000000,-1.469717,10.232480,0.812186,0.380777,0.000000,0.321416,false
14.200000,141.017531,0.000000,2.312554,0.000000,-0.650057,0.000000,-1.471827,10.232149,0.821770,0.599524,0.000000,0.921163,false
14.250000,141.528962,0.000000,2.299430,0.000000,-0.645679,0.000000,-1.467786,10.231813,0.822106,0.726113,0.000000,0.734628,false
14.300000,142.040376,0.000000,2.286342,0.000000,-0.647798,0.000000,-1.464839,10.231454,0.817042,0.687579,0.000000,0.625351,false
14.350000,142.551773,0.000000,2.273267,0.000000,-0.653024,0.000000,-1.464736,10.231092,0.811712,0.656316,0.000000,0.542499,false
14.400000,143.063151,0.000000,2.260179,0.000000,-0.657827,0.000000,-1.467996,10.230751,0.810169,0.525384,0.000000,0.197046,false
14.450000,143.574513,0.000000,2.247048,0.000000,-0.656405,0.000000,-1.473760,10.230454,0.817355,0.387473,0.000000,0.389845,false
14.500000,144.085859,0.000000,2.233883,0.000000,-0.648723,0.000000,-1.474263,10.230193,0.825541,0.643187,0.000000,0.861384,false
14.550000,144.597193,0.000000,2.220742,0.000000,-0.645738,0.000000,-1.470001,10.229919,0.824264,0.721658,0.000000,0.718819,false
14.600000,145.108514,0.000000,2.207634,0.000000,-0.648620,0.000000,-1.467552,10.229624,0.818932,0.684485,0.000000,0.621886,false
14.650000,145.619820,0.000000,2.194535,0.000000,-0.653987,0.000000,-1.467949,10.229330,0.813962,0.628114,0.000000,0.539994,false
14.700000,146.131111,0.000000,2.181419,0.000000,-0.657995,0.000000,-1.471730,10.229061,0.813735,0.470117,0.000000,0.247228,false
14.750000,146.642389,0.000000,2.168258,0.000000,-0.654830,0.000000,-1.476819,10.228837,0.821989,0.455728,0.000000,0.815907,false
14.800000,147.153656,0.000000,2.155078,0.000000,-0.648527,0.000000,-1.475595,10.228637,0.827068,0.678311,0.000000,0.800669,false
14.850000,147.664914,0.000000,2.141925,0.000000,-0.647560,0.000000,-1.471947,10.228422,0.824387,0.715494,0.000000,0.650092,false
14.900000,148.176160,0.000000,2.128797,0.000000,-0.651496,0.000000,-1.470327,10.228193,0.818831,0.696245,0.000000,0.554358,false
14.950000,148.687396,0.000000,2.115671,0.000000,-0.657226,0.000000,-1.471922,10.227972,0.814696,0.594640,0.000000,0.140159,false
15.000000,149.198620,0.000000,2.102510,0.000000,-0.658054,0.000000,-1.477668,10.227787,0.819614,0.380671,0.000000,0.321416,false
15.050000,149.709836,0.000000,2.089307,0.000000,-0.650877,0.000000,-1.479722,10.227646,0.828845,0.587888,0.000000,0.862687,false
15.100000,150.221044,0.000000,2.076119,0.000000,-0.646496,0.000000,-1.475571,10.227501,0.829075,0.719380,0.000000,0.732997,false
15.150000,150.732246,0.000000,2.062967,0.000000,-0.648547,0.000000,-1.472363,10.227332,0.823816,0.699483,0.000000,0.625224,false
15.200000,151.243440,0.000000,2.049832,0.000000,-0.654070,0.000000,-1.472031,10.227157,0.817961,0.638530,0.000000,0.540253,false
15.250000,151.754624,0.000000,2.036681,0.000000,-0.658076,0.000000,-1.476162,10.227003,0.818086,0.417709,0.000000,0.238662,false
15.300000,152.265801,0.000000,2.023484,0.000000,-0.653544,0.000000,-1.480799,10.226896,0.827256,0.451187,0.000000,0.878437,false
15.350000,152.776973,0.000000,2.010278,0.000000,-0.646948,0.000000,-1.478117,10.226806,0.831169,0.719632,0.000000,0.804851,false
15.400000,153.288141,0.000000,1.997107,0.000000,-0.646906,0.000000,-1.474032,10.226692,0.827126,0.719632,0.000000,0.640067,false
15.450000,153.799304,0.000000,1.983962,0.000000,-0.651553,0.000000,-1.472429,10.226563,0.820877,0.699693,0.000000,0.547369,false
15.500000,154.310460,0.000000,1.970817,0.000000,-0.657268,0.000000,-1.474699,10.226445,0.817432,0.513586,0.000000,0.180865,false
15.550000,154.821610,0.000000,1.957632,0.000000,-0.656536,0.000000,-1.480374,10.226367,0.823838,0.381473,0.000000,0.386351,false
15.600000,155.332756,0.000000,1.944414,0.000000,-0.649207,0.000000,-1.480766,10.226326,0.831559,0.640294,0.000000,0.861113,false
15.650000,155.843901,0.000000,1.931220,0.000000,-0.646508,0.000000,-1.476392,10.226272,0.829884,0.719648,0.000000,0.718798,false
15.700000,156.355043,0.000000,1.918060,0.000000,-0.649722,0.000000,-1.473731,10.226197,0.824010,0.699707,0.000000,0.567135,false
15.750000,156.866182,0.000000,1.904911,0.000000,-0.655703,0.000000,-1.474208,10.226121,0.818506,0.615571,0.000000,0.538652,false
15.800000,157.377317,0.000000,1.891738,0.000000,-0.658549,0.000000,-1.479208,10.226074,0.820658,0.381476,0.000000,0.304448,false
15.850000,157.888450,0.000000,1.878518,0.000000,-0.652713,0.000000,-1.482657,10.226073,0.829944,0.526025,0.000000,0.902812,false
15.900000,158.399583,0.000000,1.865302,0.000000,-0.647336,0.000000,-1.479065,10.226080,0.831729,0.719650,0.000000,0.794161,false
15.950000,158.910716,0.000000,1.852122,0.000000,-0.648607,0.000000,-1.475413,10.226061,0.826807,0.699708,0.000000,0.630790,false
16.000000,159.421849,0.000000,1.838964,0.000000,-0.653937,0.000000,-1.474414,10.226033,0.820478,0.666423,0.000000,0.542922,false
16.050000,159.932981,0.000000,1.825795,0.000000,-0.658626,0.000000,-1.478186,10.226022,0.819560,0.415030,0.000000,0.232659,false
16.100000,160.444112,0.000000,1.812580,0.000000,-0.654196,0.000000,-1.483231,10.226056,0.829035,0.424439,0.000000,0.875735,false
16.150000,160.955245,0.000000,1.799353,0.000000,-0.646765,0.000000,-1.480455,10.226111,0.833690,0.708883,0.000000,0.808367,false
16.200000,161.466381,0.000000,1.786164,0.000000,-0.645744,0.000000,-1.475872,10.226139,0.830128,0.708883,0.000000,0.650691,false
16.250000,161.977519,0.000000,1.773007,0.000000,-0.649562,0.000000,-1.473505,10.226148,0.823943,0.690735,0.000000,0.554405,false
16.300000,162.488658,0.000000,1.759858,0.000000,-0.655153,0.000000,-1.474409,10.226159,0.819255,0.591983,0.000000,0.537662,false
16.350000,162.999797,0.000000,1.746687,0.000000,-0.658156,0.000000,-1.478317,10.226197,0.820161,0.426842,0.000000,0.254772,false
16.400000,163.510938,0.000000,1.733475,0.000000,-0.653446,0.000000,-1.482432,10.226278,0.828986,0.456737,0.000000,0.879690,false
16.450000,164.022083,0.000000,1.720256,0.000000,-0.646997,0.000000,-1.479413,10.226373,0.832416,0.721863,0.000000,0.804949,false
16.500000,164.533234,0.000000,1.707075,0.000000,-0.647189,0.000000,-1.475091,10.226444,0.827902,0.721863,0.000000,0.640075,false
16.550000,165.044388,0.000000,1.693921,0.000000,-0.651854,0.000000,-1.473527,10.226499,0.821673,0.684627,0.000000,0.547370,false
16.600000,165.555546,0.000000,1.680767,0.000000,-0.657101,0.000000,-1.475602,10.226563,0.818501,0.507531,0.000000,0.180865,false
16.650000,166.066706,0.000000,1.667575,0.000000,-0.655850,0.000000,-1.480823,10.226665,0.824973,0.377969,0.000000,0.783851,false
16.700000,166.577872,0.000000,1.654358,0.000000,-0.649126,0.000000,-1.480326,10.226799,0.831200,0.630395,0.000000,0.852926,false
16.750000,167.089044,0.000000,1.641168,0.000000,-0.646808,0.000000,-1.476045,10.226918,0.829238,0.713423,0.000000,0.715926,false
16.800000,167.600224,0.000000,1.628010,0.000000,-0.649970,0.000000,-1.473341,10.227017,0.823371,0.694519,0.000000,0.566912,false
16.850000,168.111408,0.000000,1.614864,0.000000,-0.655693,0.000000,-1.473634,10.227115,0.817942,0.612569,0.000000,0.538635,false
16.900000,168.622597,0.000000,1.601695,0.000000,-0.658235,0.000000,-1.478300,10.227239,0.820065,0.380270,0.000000,0.304446,false
16.950000,169.133792,0.000000,1.588484,0.000000,-0.652123,0.000000,-1.481343,10.227406,0.829220,0.525187,0.000000,0.902812,false
17.000000,169.644996,0.000000,1.575279,0.000000,-0.646511,0.000000,-1.477307,10.227579,0.830796,0.719245,0.000000,0.794161,false
17.050000,170.156210,0.000000,1.562115,0.000000,-0.647583,0.000000,-1.473208,10.227724,0.825625,0.699371,0.000000,0.630790,false
17.100000,170.667430,0.000000,1.548977,0.000000,-0.652734,0.000000,-1.471770,10.227856,0.819036,0.666143,0.000000,0.542922,false
17.150000,171.178658,0.000000,1.535834,0.000000,-0.658042,0.000000,-1.474125,10.227999,0.816083,0.513456,0.000000,0.180519,false
17.200000,171.689892,0.000000,1.522654,0.000000,-0.656856,0.000000,-1.479384,10.228181,0.822529,0.381398,0.000000,0.386325,false
17.250000,172.201136,0.000000,1.509444,0.000000,-0.649183,0.000000,-1.479251,10.228397,0.830068,0.640258,0.000000,0.861111,false
17.300000,172.712391,0.000000,1.496264,0.000000,-0.646213,0.000000,-1.474305,10.228598,0.828092,0.719623,0.000000,0.718798,false
17.350000,173.223657,0.000000,1.483122,0.000000,-0.649197,0.000000,-1.471062,10.228772,0.821865,0.699686,0.000000,0.567135,false
17.400000,173.734931,0.000000,1.469996,0.000000,-0.654964,0.000000,-1.470959,10.228942,0.815995,0.615559,0.000000,0.538652,false
17.450000,174.246214,0.000000,1.456853,0.000000,-0.658620,0.000000,-1.474658,10.229134,0.816039,0.429340,0.000000,0.242263,false
17.500000,174.757506,0.000000,1.443669,0.000000,-0.654214,0.000000,-1.478762,10.229368,0.824548,0.459264,0.000000,0.878717,false
17.550000,175.268811,0.000000,1.430479,0.000000,-0.647918,0.000000,-1.475708,10.229619,0.827790,0.722878,0.000000,0.804873,false
17.600000,175.780128,0.000000,1.417328,0.000000,-0.648129,0.000000,-1.471323,10.229844,0.823194,0.722878,0.000000,0.640069,false
17.650000,176.291457,0.000000,1.404203,0.000000,-0.652709,0.000000,-1.469640,10.230053,0.816931,0.685332,0.000000,0.547369,false
17.700000,176.802797,0.000000,1.391079,0.000000,-0.657805,0.000000,-1.471469,10.230271,0.813664,0.524481,0.000000,0.191215,false
17.750000,177.314147,0.000000,1.377922,0.000000,-0.656699,0.000000,-1.476343,10.230523,0.819644,0.387778,0.000000,0.387156,false
17.800000,177.825511,0.000000,1.364738,0.000000,-0.649236,0.000000,-1.476006,10.230808,0.826770,0.643334,0.000000,0.861175,false
17.850000,178.336889,0.000000,1.351583,0.000000,-0.646436,0.000000,-1.470985,10.231077,0.824549,0.721760,0.000000,0.718803,false
17.900000,178.848281,0.000000,1.338468,0.000000,-0.649454,0.000000,-1.467822,10.231319,0.818368,0.684556,0.000000,0.621885,false
17.950000,179.359685,0.000000,1.325367,0.000000,-0.654897,0.000000,-1.467520,10.231558,0.812623,0.628164,0.000000,0.539993,false
18.000000,179.871101,0.000000,1.312253,0.000000,-0.658428,0.000000,-1.471114,10.231816,0.812687,0.425117,0.000000,0.242368,false
18.050000,180.382530,0.000000,1.299098,0.000000,-0.653674,0.000000,-1.475046,10.232115,0.821372,0.456331,0.000000,0.878725,false
18.100000,180.893974,0.000000,1.285938,0.000000,-0.646948,0.000000,-1.471692,10.232430,0.824744,0.721700,0.000000,0.804874,false
18.150000,181.405435,0.000000,1.272821,0.000000,-0.646735,0.000000,-1.466930,10.232716,0.820196,0.721700,0.000000,0.640069,false
18.200000,181.916910,0.000000,1.259734,0.000000,-0.650909,0.000000,-1.464828,10.232983,0.813919,0.684514,0.000000,0.553579,false
18.250000,182.428399,0.000000,1.246653,0.000000,-0.656219,0.000000,-1.465762,10.233255,0.809543,0.588982,0.000000,0.592348,false
18.300000,182.939901,0.000000,1.233548,0.000000,-0.657835,0.000000,-1.469910,10.233553,0.812075,0.404255,0.000000,0.314153,false
18.350000,183.451418,0.000000,1.220408,0.000000,-0.651802,0.000000,-1.471919,10.233890,0.820117,0.560925,0.000000,0.843327,false
18.400000,183.962953,0.000000,1.207279,0.000000,-0.646861,0.000000,-1.467989,10.234229,0.821127,0.715495,0.000000,0.786241,false
18.450000,184.474504,0.000000,1.194189,0.000000,-0.647865,0.000000,-1.463939,10.234541,0.816074,0.696246,0.000000,0.630175,false
18.500000,184.986072,0.000000,1.181125,0.000000,-0.652597,0.000000,-1.462244,10.234840,0.809646,0.696246,0.000000,0.546600,false
18.550000,185.497655,0.000000,1.168060,0.000000,-0.657931,0.000000,-1.464181,10.235147,0.806250,0.512200,0.000000,0.180805,false
18.600000,186.009253,0.000000,1.154960,0.000000,-0.656562,0.000000,-1.469258,10.235490,0.812696,0.380671,0.000000,0.386347,false
18.650000,186.520869,0.000000,1.141834,0.000000,-0.648656,0.000000,-1.468671,10.235866,0.820014,0.649552,0.000000,0.873698,false
18.700000,187.032503,0.000000,1.128740,0.000000,-0.645612,0.000000,-1.463354,10.236225,0.817742,0.726078,0.000000,0.719777,false
18.750000,187.544157,0.000000,1.115687,0.000000,-0.648447,0.000000,-1.459898,10.236555,0.811451,0.687554,0.000000,0.621961,false
18.800000,188.055826,0.000000,1.102652,0.000000,-0.653701,0.000000,-1.459316,10.236878,0.805614,0.630246,0.000000,0.539999,false
18.850000,188.567512,0.000000,1.089607,0.000000,-0.657476,0.000000,-1.462120,10.237217,0.804643,0.471145,0.000000,0.247228,false
18.900000,189.079215,0.000000,1.076525,0.000000,-0.653925,0.000000,-1.466180,10.237594,0.812255,0.456223,0.000000,0.815907,false
18.950000,189.590937,0.000000,1.063434,0.000000,-0.647100,0.000000,-1.463838,10.237991,0.816738,0.678511,0.000000,0.855419,false
19.000000,190.102680,0.000000,1.050379,0.000000,-0.645628,0.000000,-1.458953,10.238365,0.813325,0.715425,0.000000,0.709910,false
19.050000,190.614442,0.000000,1.037360,0.000000,-0.649045,0.000000,-1.456048,10.238716,0.807003,0.696188,0.000000,0.566444,false
19.100000,191.126221,0.000000,1.024354,0.000000,-0.654539,0.000000,-1.456096,10.239064,0.801557,0.613535,0.000000,0.538598,false
19.150000,191.638017,0.000000,1.011332,0.000000,-0.657514,0.000000,-1.459641,10.239433,0.802127,0.428364,0.000000,0.254845,false
19.200000,192.149833,0.000000,0.998271,0.000000,-0.652563,0.000000,-1.462858,10.239842,0.810296,0.514681,0.000000,0.833045,false
19.250000,192.661669,0.000000,0.985212,0.000000,-0.646451,0.000000,-1.459545,10.240262,0.813095,0.715892,0.000000,0.802002,false
19.300000,193.173526,0.000000,0.972191,0.000000,-0.646121,0.000000,-1.454971,10.240657,0.808851,0.715892,0.000000,0.650196,false
19.350000,193.685404,0.000000,0.959202,0.000000,-0.650068,0.000000,-1.452582,10.241032,0.802514,0.696577,0.000000,0.554367,false
19.400000,194.197300,0.000000,0.946222,0.000000,-0.655353,0.000000,-1.453308,10.241408,0.797955,0.594800,0.000000,0.592409,false
19.450000,194.709215,0.000000,0.933221,0.000000,-0.657661,0.000000,-1.456804,10.241808,0.799143,0.428472,0.000000,0.256113,false
19.500000,195.221150,0.000000,0.920184,0.000000,-0.652183,0.000000,-1.459791,10.242247,0.807609,0.514734,0.000000,0.891620,false
19.550000,195.733108,0.000000,0.907152,0.000000,-0.646246,0.000000,-1.455847,10.242694,0.809601,0.714204,0.000000,0.793291,false
19.600000,196.245089,0.000000,0.894161,0.000000,-0.646310,0.000000,-1.451370,10.243113,0.805060,0.714204,0.000000,0.636933,false
19.650000,196.757090,0.000000,0.881200,0.000000,-0.650203,0.000000,-1.449131,10.243514,0.798929,0.695170,0.000000,0.563685,false
19.700000,197.269112,0.000000,0.868248,0.000000,-0.655687,0.000000,-1.449558,10.243915,0.793871,0.612946,0.000000,0.538384,false
19.750000,197.781154,0.000000,0.855274,0.000000,-0.657611,0.000000,-1.453805,10.244341,0.796194,0.406733,0.000000,0.312872,false
19.800000,198.293218,0.000000,0.842264,0.000000,-0.651412,0.000000,-1.455868,10.244807,0.804456,0.562120,0.000000,0.843227,false
19.850000,198.805305,0.000000,0.829265,0.000000,-0.646005,0.000000,-1.451763,10.245276,0.805757,0.715837,0.000000,0.792444,false
19.900000,199.317416,0.000000,0.816307,0.000000,-0.646396,0.000000,-1.447359,10.245715,0.800962,0.715837,0.000000,0.636867,false
19.950000,199.829549,0.000000,0.803378,0.000000,-0.650450,0.000000,-1.445238,10.246137,0.794788,0.696531,0.000000,0.553330,false
